item_id,fold,model,mae,rmse,status
HOBBIES_1_178,2,LSTM,4.7959489822387695,6.207727526436745,success
HOBBIES_1_178,2,LightGBM,0.8290877379120675,1.5623330511562106,success
HOBBIES_1_178,2,StackingEnsemble,0.8290877379120675,1.5623330511562106,success
HOBBIES_1_178,3,LSTM,7.6837334632873535,14.817761995545773,success
HOBBIES_1_178,3,LightGBM,1.9744179137321447,5.451392579011428,success
HOBBIES_1_178,3,StackingEnsemble,1.9744179137321447,5.451392579011428,success
HOBBIES_1_178,4,LSTM,6.273115634918213,8.841216354575764,success
HOBBIES_1_178,4,LightGBM,1.2837613819395621,2.213798209679079,success
HOBBIES_1_178,4,StackingEnsemble,1.2837613819395621,2.213798209679079,success
HOBBIES_1_178,5,LSTM,6.44431734085083,9.848435609778893,success
HOBBIES_1_178,5,LightGBM,1.2272251614209613,2.2782378379975694,success
HOBBIES_1_178,5,StackingEnsemble,1.2272251614209644,2.2782378379975725,success
HOBBIES_1_256,1,LSTM,3.351858377456665,4.037544481723332,success
HOBBIES_1_256,1,LightGBM,2.1185775809484144,5.47020786712763,success
HOBBIES_1_256,1,StackingEnsemble,2.1185775809484144,5.47020786712763,success
HOBBIES_1_256,2,LSTM,3.6784582138061523,4.884933914159241,success
HOBBIES_1_256,2,LightGBM,2.301839731056231,5.307579760329751,success
HOBBIES_1_256,2,StackingEnsemble,2.301839731056231,5.307579760329748,success
HOBBIES_1_256,3,LSTM,5.020662307739258,7.2272175589931935,success
HOBBIES_1_256,3,LightGBM,1.963987338739478,5.4828186584225405,success
HOBBIES_1_256,3,StackingEnsemble,1.963987338739478,5.4828186584225405,success
HOBBIES_1_256,4,LSTM,3.9706904888153076,5.374324844894673,success
HOBBIES_1_256,4,LightGBM,1.8216457124717382,5.453630979102058,success
HOBBIES_1_256,4,StackingEnsemble,1.8216457124717382,5.453630979102058,success
HOBBIES_1_256,5,LSTM,4.9727888107299805,6.7044790185302325,success
HOBBIES_1_256,5,LightGBM,1.7501860929009005,5.282396118424704,success
HOBBIES_1_256,5,StackingEnsemble,1.8106093471295366,5.140483016092797,success
