date,demand,event_name_1,event_type_1,has_event,promotional_event,holiday_event,snap_CA,snap_TX,snap_WI,weekday,wm_yr_wk,month,year,sell_price
2011-02-23,0,,,0,0,0,0,0,0,Wednesday,11104,2,2011,1.0
2011-02-24,0,,,0,0,0,0,0,0,Thursday,11104,2,2011,1.0
2011-02-25,0,,,0,0,0,0,0,0,Friday,11104,2,2011,1.0
2011-02-26,0,,,0,0,0,0,0,0,Saturday,11105,2,2011,1.0
2011-02-27,0,,,0,0,0,0,0,0,Sunday,11105,2,2011,1.0
2011-02-28,0,,,0,0,0,0,0,0,Monday,11105,2,2011,1.0
2011-03-01,0,,,0,0,0,1,1,0,Tuesday,11105,3,2011,1.0
2011-03-02,0,,,0,0,0,1,0,1,Wednesday,11105,3,2011,1.0
2011-03-03,0,,,0,0,0,1,1,1,Thursday,11105,3,2011,1.0
2011-03-04,0,,,0,0,0,1,0,0,Friday,11105,3,2011,1.0
2011-03-05,0,,,0,0,0,1,1,1,Saturday,11106,3,2011,1.0
2011-03-06,0,,,0,0,0,1,1,1,Sunday,11106,3,2011,1.0
2011-03-07,0,,,0,0,0,1,1,0,Monday,11106,3,2011,1.0
2011-03-08,0,,,0,0,0,1,0,1,Tuesday,11106,3,2011,1.0
2011-03-09,0,LentStart,Religious,1,1,0,1,1,1,Wednesday,11106,3,2011,1.0
2011-03-10,0,,,0,0,0,1,0,0,Thursday,11106,3,2011,1.0
2011-03-11,0,,,0,0,0,0,1,1,Friday,11106,3,2011,1.0
2011-03-12,0,,,0,0,0,0,1,1,Saturday,11107,3,2011,1.0
2011-03-13,0,,,0,0,0,0,1,0,Sunday,11107,3,2011,1.0
2011-03-14,0,,,0,0,0,0,0,1,Monday,11107,3,2011,1.0
2011-03-15,0,,,0,0,0,0,1,1,Tuesday,11107,3,2011,1.0
2011-03-16,0,LentWeek2,Religious,1,1,0,0,0,0,Wednesday,11107,3,2011,1.0
2011-03-17,0,StPatricksDay,Cultural,1,1,1,0,0,0,Thursday,11107,3,2011,1.0
2011-03-18,0,,,0,0,0,0,0,0,Friday,11107,3,2011,1.0
2011-03-19,0,,,0,0,0,0,0,0,Saturday,11108,3,2011,1.0
2011-03-20,0,Purim End,Religious,1,1,0,0,0,0,Sunday,11108,3,2011,1.0
2011-03-21,0,,,0,0,0,0,0,0,Monday,11108,3,2011,1.0
2011-03-22,0,,,0,0,0,0,0,0,Tuesday,11108,3,2011,1.0
2011-03-23,0,,,0,0,0,0,0,0,Wednesday,11108,3,2011,1.0
2011-03-24,0,,,0,0,0,0,0,0,Thursday,11108,3,2011,1.0
2011-03-25,0,,,0,0,0,0,0,0,Friday,11108,3,2011,1.0
2011-03-26,0,,,0,0,0,0,0,0,Saturday,11109,3,2011,1.0
2011-03-27,0,,,0,0,0,0,0,0,Sunday,11109,3,2011,1.0
2011-03-28,0,,,0,0,0,0,0,0,Monday,11109,3,2011,1.0
2011-03-29,0,,,0,0,0,0,0,0,Tuesday,11109,3,2011,1.0
2011-03-30,0,,,0,0,0,0,0,0,Wednesday,11109,3,2011,1.0
2011-03-31,0,,,0,0,0,0,0,0,Thursday,11109,3,2011,1.0
2011-04-01,0,,,0,0,0,1,1,0,Friday,11109,4,2011,1.0
2011-04-02,0,,,0,0,0,1,0,1,Saturday,11110,4,2011,1.0
2011-04-03,0,,,0,0,0,1,1,1,Sunday,11110,4,2011,1.0
2011-04-04,0,,,0,0,0,1,0,0,Monday,11110,4,2011,1.0
2011-04-05,0,,,0,0,0,1,1,1,Tuesday,11110,4,2011,1.0
2011-04-06,0,,,0,0,0,1,1,1,Wednesday,11110,4,2011,1.0
2011-04-07,0,,,0,0,0,1,1,0,Thursday,11110,4,2011,1.0
2011-04-08,0,,,0,0,0,1,0,1,Friday,11110,4,2011,1.0
2011-04-09,0,,,0,0,0,1,1,1,Saturday,11111,4,2011,1.0
2011-04-10,0,,,0,0,0,1,0,0,Sunday,11111,4,2011,1.0
2011-04-11,0,,,0,0,0,0,1,1,Monday,11111,4,2011,1.0
2011-04-12,0,,,0,0,0,0,1,1,Tuesday,11111,4,2011,1.0
2011-04-13,0,,,0,0,0,0,1,0,Wednesday,11111,4,2011,1.0
2011-04-14,0,,,0,0,0,0,0,1,Thursday,11111,4,2011,1.0
2011-04-15,0,,,0,0,0,0,1,1,Friday,11111,4,2011,1.0
2011-04-16,0,,,0,0,0,0,0,0,Saturday,11112,4,2011,1.0
2011-04-17,0,,,0,0,0,0,0,0,Sunday,11112,4,2011,1.0
2011-04-18,0,,,0,0,0,0,0,0,Monday,11112,4,2011,1.0
2011-04-19,0,,,0,0,0,0,0,0,Tuesday,11112,4,2011,1.0
2011-04-20,0,,,0,0,0,0,0,0,Wednesday,11112,4,2011,1.0
2011-04-21,0,,,0,0,0,0,0,0,Thursday,11112,4,2011,1.0
2011-04-22,0,,,0,0,0,0,0,0,Friday,11112,4,2011,1.0
2011-04-23,0,,,0,0,0,0,0,0,Saturday,11113,4,2011,1.0
2011-04-24,0,OrthodoxEaster,Religious,1,1,0,0,0,0,Sunday,11113,4,2011,1.0
2011-04-25,0,,,0,0,0,0,0,0,Monday,11113,4,2011,1.0
2011-04-26,0,Pesach End,Religious,1,1,0,0,0,0,Tuesday,11113,4,2011,1.0
2011-04-27,0,,,0,0,0,0,0,0,Wednesday,11113,4,2011,1.0
2011-04-28,0,,,0,0,0,0,0,0,Thursday,11113,4,2011,1.0
2011-04-29,0,,,0,0,0,0,0,0,Friday,11113,4,2011,1.0
2011-04-30,0,,,0,0,0,0,0,0,Saturday,11114,4,2011,1.0
2011-05-01,0,,,0,0,0,1,1,0,Sunday,11114,5,2011,1.0
2011-05-02,0,,,0,0,0,1,0,1,Monday,11114,5,2011,1.0
2011-05-03,0,,,0,0,0,1,1,1,Tuesday,11114,5,2011,1.0
2011-05-04,0,,,0,0,0,1,0,0,Wednesday,11114,5,2011,1.0
2011-05-05,0,Cinco De Mayo,Cultural,1,1,1,1,1,1,Thursday,11114,5,2011,1.0
2011-05-06,0,,,0,0,0,1,1,1,Friday,11114,5,2011,1.0
2011-05-07,0,,,0,0,0,1,1,0,Saturday,11115,5,2011,1.0
2011-05-08,0,Mother's day,Cultural,1,1,1,1,0,1,Sunday,11115,5,2011,1.0
2011-05-09,0,,,0,0,0,1,1,1,Monday,11115,5,2011,1.0
2011-05-10,0,,,0,0,0,1,0,0,Tuesday,11115,5,2011,1.0
2011-05-11,0,,,0,0,0,0,1,1,Wednesday,11115,5,2011,1.0
2011-05-12,0,,,0,0,0,0,1,1,Thursday,11115,5,2011,1.0
2011-05-13,0,,,0,0,0,0,1,0,Friday,11115,5,2011,1.0
2011-05-14,0,,,0,0,0,0,0,1,Saturday,11116,5,2011,1.0
2011-05-15,0,,,0,0,0,0,1,1,Sunday,11116,5,2011,1.0
2011-05-16,0,,,0,0,0,0,0,0,Monday,11116,5,2011,1.0
2011-05-17,0,,,0,0,0,0,0,0,Tuesday,11116,5,2011,1.0
2011-05-18,0,,,0,0,0,0,0,0,Wednesday,11116,5,2011,1.0
2011-05-19,0,,,0,0,0,0,0,0,Thursday,11116,5,2011,1.0
2011-05-20,0,,,0,0,0,0,0,0,Friday,11116,5,2011,1.0
2011-05-21,0,,,0,0,0,0,0,0,Saturday,11117,5,2011,1.0
2011-05-22,0,,,0,0,0,0,0,0,Sunday,11117,5,2011,1.0
2011-05-23,0,,,0,0,0,0,0,0,Monday,11117,5,2011,1.0
2011-05-24,0,,,0,0,0,0,0,0,Tuesday,11117,5,2011,1.0
2011-05-25,0,,,0,0,0,0,0,0,Wednesday,11117,5,2011,1.0
2011-05-26,0,,,0,0,0,0,0,0,Thursday,11117,5,2011,1.0
2011-05-27,0,,,0,0,0,0,0,0,Friday,11117,5,2011,1.0
2011-05-28,0,,,0,0,0,0,0,0,Saturday,11118,5,2011,1.0
2011-05-29,0,,,0,0,0,0,0,0,Sunday,11118,5,2011,1.0
2011-05-30,0,MemorialDay,National,1,1,0,0,0,0,Monday,11118,5,2011,1.0
2011-05-31,0,NBAFinalsStart,Sporting,1,1,0,0,0,0,Tuesday,11118,5,2011,1.0
2011-06-01,0,,,0,0,0,1,1,0,Wednesday,11118,6,2011,1.0
2011-06-02,0,,,0,0,0,1,0,1,Thursday,11118,6,2011,1.0
2011-06-03,0,,,0,0,0,1,1,1,Friday,11118,6,2011,1.0
2011-06-04,0,,,0,0,0,1,0,0,Saturday,11119,6,2011,1.0
2011-06-05,0,,,0,0,0,1,1,1,Sunday,11119,6,2011,1.0
2011-06-06,0,,,0,0,0,1,1,1,Monday,11119,6,2011,1.0
2011-06-07,0,,,0,0,0,1,1,0,Tuesday,11119,6,2011,1.0
2011-06-08,0,,,0,0,0,1,0,1,Wednesday,11119,6,2011,1.0
2011-06-09,0,,,0,0,0,1,1,1,Thursday,11119,6,2011,1.0
2011-06-10,0,,,0,0,0,1,0,0,Friday,11119,6,2011,1.0
2011-06-11,0,,,0,0,0,0,1,1,Saturday,11120,6,2011,1.0
2011-06-12,0,NBAFinalsEnd,Sporting,1,1,0,0,1,1,Sunday,11120,6,2011,1.0
2011-06-13,0,,,0,0,0,0,1,0,Monday,11120,6,2011,1.0
2011-06-14,0,,,0,0,0,0,0,1,Tuesday,11120,6,2011,1.0
2011-06-15,0,,,0,0,0,0,1,1,Wednesday,11120,6,2011,1.0
2011-06-16,0,,,0,0,0,0,0,0,Thursday,11120,6,2011,1.0
2011-06-17,0,,,0,0,0,0,0,0,Friday,11120,6,2011,1.0
2011-06-18,0,,,0,0,0,0,0,0,Saturday,11121,6,2011,1.0
2011-06-19,0,Father's day,Cultural,1,1,1,0,0,0,Sunday,11121,6,2011,1.0
2011-06-20,0,,,0,0,0,0,0,0,Monday,11121,6,2011,1.0
2011-06-21,0,,,0,0,0,0,0,0,Tuesday,11121,6,2011,1.0
2011-06-22,0,,,0,0,0,0,0,0,Wednesday,11121,6,2011,1.0
2011-06-23,0,,,0,0,0,0,0,0,Thursday,11121,6,2011,1.0
2011-06-24,0,,,0,0,0,0,0,0,Friday,11121,6,2011,1.0
2011-06-25,0,,,0,0,0,0,0,0,Saturday,11122,6,2011,1.0
2011-06-26,0,,,0,0,0,0,0,0,Sunday,11122,6,2011,1.0
2011-06-27,0,,,0,0,0,0,0,0,Monday,11122,6,2011,1.0
2011-06-28,0,,,0,0,0,0,0,0,Tuesday,11122,6,2011,1.0
2011-06-29,0,,,0,0,0,0,0,0,Wednesday,11122,6,2011,1.0
2011-06-30,0,,,0,0,0,0,0,0,Thursday,11122,6,2011,1.0
2011-07-01,0,,,0,0,0,1,1,0,Friday,11122,7,2011,1.0
2011-07-02,0,,,0,0,0,1,0,1,Saturday,11123,7,2011,1.0
2011-07-03,0,,,0,0,0,1,1,1,Sunday,11123,7,2011,1.0
2011-07-04,0,IndependenceDay,National,1,1,0,1,0,0,Monday,11123,7,2011,1.0
2011-07-05,0,,,0,0,0,1,1,1,Tuesday,11123,7,2011,1.0
2011-07-06,0,,,0,0,0,1,1,1,Wednesday,11123,7,2011,1.0
2011-07-07,0,,,0,0,0,1,1,0,Thursday,11123,7,2011,1.0
2011-07-08,0,,,0,0,0,1,0,1,Friday,11123,7,2011,1.0
2011-07-09,0,,,0,0,0,1,1,1,Saturday,11124,7,2011,1.0
2011-07-10,0,,,0,0,0,1,0,0,Sunday,11124,7,2011,1.0
2011-07-11,0,,,0,0,0,0,1,1,Monday,11124,7,2011,1.0
2011-07-12,0,,,0,0,0,0,1,1,Tuesday,11124,7,2011,1.0
2011-07-13,0,,,0,0,0,0,1,0,Wednesday,11124,7,2011,1.0
2011-07-14,0,,,0,0,0,0,0,1,Thursday,11124,7,2011,1.0
2011-07-15,0,,,0,0,0,0,1,1,Friday,11124,7,2011,1.0
2011-07-16,0,,,0,0,0,0,0,0,Saturday,11125,7,2011,1.0
2011-07-17,0,,,0,0,0,0,0,0,Sunday,11125,7,2011,1.0
2011-07-18,0,,,0,0,0,0,0,0,Monday,11125,7,2011,1.0
2011-07-19,0,,,0,0,0,0,0,0,Tuesday,11125,7,2011,1.0
2011-07-20,0,,,0,0,0,0,0,0,Wednesday,11125,7,2011,1.0
2011-07-21,0,,,0,0,0,0,0,0,Thursday,11125,7,2011,1.0
2011-07-22,0,,,0,0,0,0,0,0,Friday,11125,7,2011,1.0
2011-07-23,0,,,0,0,0,0,0,0,Saturday,11126,7,2011,1.0
2011-07-24,0,,,0,0,0,0,0,0,Sunday,11126,7,2011,1.0
2011-07-25,0,,,0,0,0,0,0,0,Monday,11126,7,2011,1.0
2011-07-26,0,,,0,0,0,0,0,0,Tuesday,11126,7,2011,1.0
2011-07-27,0,,,0,0,0,0,0,0,Wednesday,11126,7,2011,1.0
2011-07-28,0,,,0,0,0,0,0,0,Thursday,11126,7,2011,1.0
2011-07-29,0,,,0,0,0,0,0,0,Friday,11126,7,2011,1.0
2011-07-30,0,,,0,0,0,0,0,0,Saturday,11127,7,2011,1.0
2011-07-31,0,,,0,0,0,0,0,0,Sunday,11127,7,2011,1.0
2011-08-01,0,Ramadan starts,Religious,1,1,0,1,1,0,Monday,11127,8,2011,1.0
2011-08-02,0,,,0,0,0,1,0,1,Tuesday,11127,8,2011,1.0
2011-08-03,0,,,0,0,0,1,1,1,Wednesday,11127,8,2011,1.0
2011-08-04,0,,,0,0,0,1,0,0,Thursday,11127,8,2011,1.0
2011-08-05,0,,,0,0,0,1,1,1,Friday,11127,8,2011,1.0
2011-08-06,0,,,0,0,0,1,1,1,Saturday,11128,8,2011,1.0
2011-08-07,0,,,0,0,0,1,1,0,Sunday,11128,8,2011,1.0
2011-08-08,0,,,0,0,0,1,0,1,Monday,11128,8,2011,1.0
2011-08-09,0,,,0,0,0,1,1,1,Tuesday,11128,8,2011,1.0
2011-08-10,0,,,0,0,0,1,0,0,Wednesday,11128,8,2011,1.0
2011-08-11,0,,,0,0,0,0,1,1,Thursday,11128,8,2011,1.0
2011-08-12,0,,,0,0,0,0,1,1,Friday,11128,8,2011,1.0
2011-08-13,0,,,0,0,0,0,1,0,Saturday,11129,8,2011,1.0
2011-08-14,0,,,0,0,0,0,0,1,Sunday,11129,8,2011,1.0
2011-08-15,0,,,0,0,0,0,1,1,Monday,11129,8,2011,1.0
2011-08-16,0,,,0,0,0,0,0,0,Tuesday,11129,8,2011,1.0
2011-08-17,0,,,0,0,0,0,0,0,Wednesday,11129,8,2011,1.0
2011-08-18,0,,,0,0,0,0,0,0,Thursday,11129,8,2011,1.0
2011-08-19,0,,,0,0,0,0,0,0,Friday,11129,8,2011,1.0
2011-08-20,0,,,0,0,0,0,0,0,Saturday,11130,8,2011,1.0
2011-08-21,0,,,0,0,0,0,0,0,Sunday,11130,8,2011,1.0
2011-08-22,0,,,0,0,0,0,0,0,Monday,11130,8,2011,1.0
2011-08-23,0,,,0,0,0,0,0,0,Tuesday,11130,8,2011,1.0
2011-08-24,0,,,0,0,0,0,0,0,Wednesday,11130,8,2011,1.0
2011-08-25,0,,,0,0,0,0,0,0,Thursday,11130,8,2011,1.0
2011-08-26,0,,,0,0,0,0,0,0,Friday,11130,8,2011,1.0
2011-08-27,0,,,0,0,0,0,0,0,Saturday,11131,8,2011,1.0
2011-08-28,0,,,0,0,0,0,0,0,Sunday,11131,8,2011,1.0
2011-08-29,0,,,0,0,0,0,0,0,Monday,11131,8,2011,1.0
2011-08-30,0,,,0,0,0,0,0,0,Tuesday,11131,8,2011,1.0
2011-08-31,0,Eid al-Fitr,Religious,1,1,0,0,0,0,Wednesday,11131,8,2011,1.0
2011-09-01,0,,,0,0,0,1,1,0,Thursday,11131,9,2011,1.0
2011-09-02,0,,,0,0,0,1,0,1,Friday,11131,9,2011,1.0
2011-09-03,0,,,0,0,0,1,1,1,Saturday,11132,9,2011,1.0
2011-09-04,0,,,0,0,0,1,0,0,Sunday,11132,9,2011,1.0
2011-09-05,0,LaborDay,National,1,1,0,1,1,1,Monday,11132,9,2011,1.0
2011-09-06,0,,,0,0,0,1,1,1,Tuesday,11132,9,2011,1.0
2011-09-07,0,,,0,0,0,1,1,0,Wednesday,11132,9,2011,1.0
2011-09-08,0,,,0,0,0,1,0,1,Thursday,11132,9,2011,1.0
2011-09-09,0,,,0,0,0,1,1,1,Friday,11132,9,2011,1.0
2011-09-10,0,,,0,0,0,1,0,0,Saturday,11133,9,2011,1.0
2011-09-11,0,,,0,0,0,0,1,1,Sunday,11133,9,2011,1.0
2011-09-12,0,,,0,0,0,0,1,1,Monday,11133,9,2011,1.0
2011-09-13,0,,,0,0,0,0,1,0,Tuesday,11133,9,2011,1.0
2011-09-14,0,,,0,0,0,0,0,1,Wednesday,11133,9,2011,1.0
2011-09-15,0,,,0,0,0,0,1,1,Thursday,11133,9,2011,1.0
2011-09-16,0,,,0,0,0,0,0,0,Friday,11133,9,2011,1.0
2011-09-17,0,,,0,0,0,0,0,0,Saturday,11134,9,2011,1.0
2011-09-18,0,,,0,0,0,0,0,0,Sunday,11134,9,2011,1.0
2011-09-19,0,,,0,0,0,0,0,0,Monday,11134,9,2011,1.0
2011-09-20,0,,,0,0,0,0,0,0,Tuesday,11134,9,2011,1.0
2011-09-21,0,,,0,0,0,0,0,0,Wednesday,11134,9,2011,1.0
2011-09-22,0,,,0,0,0,0,0,0,Thursday,11134,9,2011,1.0
2011-09-23,0,,,0,0,0,0,0,0,Friday,11134,9,2011,1.0
2011-09-24,0,,,0,0,0,0,0,0,Saturday,11135,9,2011,1.0
2011-09-25,0,,,0,0,0,0,0,0,Sunday,11135,9,2011,1.0
2011-09-26,0,,,0,0,0,0,0,0,Monday,11135,9,2011,1.0
2011-09-27,0,,,0,0,0,0,0,0,Tuesday,11135,9,2011,1.0
2011-09-28,0,,,0,0,0,0,0,0,Wednesday,11135,9,2011,1.0
2011-09-29,0,,,0,0,0,0,0,0,Thursday,11135,9,2011,1.0
2011-09-30,0,,,0,0,0,0,0,0,Friday,11135,9,2011,1.0
2011-10-01,0,,,0,0,0,1,1,0,Saturday,11136,10,2011,1.0
2011-10-02,0,,,0,0,0,1,0,1,Sunday,11136,10,2011,1.0
2011-10-03,0,,,0,0,0,1,1,1,Monday,11136,10,2011,1.0
2011-10-04,0,,,0,0,0,1,0,0,Tuesday,11136,10,2011,1.0
2011-10-05,0,,,0,0,0,1,1,1,Wednesday,11136,10,2011,1.0
2011-10-06,0,,,0,0,0,1,1,1,Thursday,11136,10,2011,1.0
2011-10-07,0,,,0,0,0,1,1,0,Friday,11136,10,2011,1.0
2011-10-08,0,,,0,0,0,1,0,1,Saturday,11137,10,2011,1.0
2011-10-09,0,,,0,0,0,1,1,1,Sunday,11137,10,2011,1.0
2011-10-10,0,ColumbusDay,National,1,1,0,1,0,0,Monday,11137,10,2011,1.0
2011-10-11,0,,,0,0,0,0,1,1,Tuesday,11137,10,2011,1.0
2011-10-12,0,,,0,0,0,0,1,1,Wednesday,11137,10,2011,1.0
2011-10-13,0,,,0,0,0,0,1,0,Thursday,11137,10,2011,1.0
2011-10-14,0,,,0,0,0,0,0,1,Friday,11137,10,2011,1.0
2011-10-15,0,,,0,0,0,0,1,1,Saturday,11138,10,2011,1.0
2011-10-16,0,,,0,0,0,0,0,0,Sunday,11138,10,2011,1.0
2011-10-17,0,,,0,0,0,0,0,0,Monday,11138,10,2011,1.0
2011-10-18,0,,,0,0,0,0,0,0,Tuesday,11138,10,2011,1.0
2011-10-19,0,,,0,0,0,0,0,0,Wednesday,11138,10,2011,1.0
2011-10-20,0,,,0,0,0,0,0,0,Thursday,11138,10,2011,1.0
2011-10-21,0,,,0,0,0,0,0,0,Friday,11138,10,2011,1.0
2011-10-22,0,,,0,0,0,0,0,0,Saturday,11139,10,2011,1.0
2011-10-23,0,,,0,0,0,0,0,0,Sunday,11139,10,2011,1.0
2011-10-24,0,,,0,0,0,0,0,0,Monday,11139,10,2011,1.0
2011-10-25,0,,,0,0,0,0,0,0,Tuesday,11139,10,2011,1.0
2011-10-26,0,,,0,0,0,0,0,0,Wednesday,11139,10,2011,1.0
2011-10-27,0,,,0,0,0,0,0,0,Thursday,11139,10,2011,1.0
2011-10-28,0,,,0,0,0,0,0,0,Friday,11139,10,2011,1.0
2011-10-29,0,,,0,0,0,0,0,0,Saturday,11140,10,2011,1.0
2011-10-30,0,,,0,0,0,0,0,0,Sunday,11140,10,2011,1.0
2011-10-31,0,Halloween,Cultural,1,1,1,0,0,0,Monday,11140,10,2011,1.0
2011-11-01,0,,,0,0,0,1,1,0,Tuesday,11140,11,2011,1.0
2011-11-02,0,,,0,0,0,1,0,1,Wednesday,11140,11,2011,1.0
2011-11-03,0,,,0,0,0,1,1,1,Thursday,11140,11,2011,1.0
2011-11-04,0,,,0,0,0,1,0,0,Friday,11140,11,2011,1.0
2011-11-05,0,,,0,0,0,1,1,1,Saturday,11141,11,2011,1.0
2011-11-06,0,,,0,0,0,1,1,1,Sunday,11141,11,2011,1.0
2011-11-07,0,EidAlAdha,Religious,1,1,0,1,1,0,Monday,11141,11,2011,1.0
2011-11-08,0,,,0,0,0,1,0,1,Tuesday,11141,11,2011,1.0
2011-11-09,0,,,0,0,0,1,1,1,Wednesday,11141,11,2011,1.0
2011-11-10,0,,,0,0,0,1,0,0,Thursday,11141,11,2011,1.0
2011-11-11,0,VeteransDay,National,1,1,0,0,1,1,Friday,11141,11,2011,1.0
2011-11-12,0,,,0,0,0,0,1,1,Saturday,11142,11,2011,1.0
2011-11-13,0,,,0,0,0,0,1,0,Sunday,11142,11,2011,1.0
2011-11-14,0,,,0,0,0,0,0,1,Monday,11142,11,2011,1.0
2011-11-15,0,,,0,0,0,0,1,1,Tuesday,11142,11,2011,1.0
2011-11-16,0,,,0,0,0,0,0,0,Wednesday,11142,11,2011,1.0
2011-11-17,0,,,0,0,0,0,0,0,Thursday,11142,11,2011,1.0
2011-11-18,0,,,0,0,0,0,0,0,Friday,11142,11,2011,1.0
2011-11-19,0,,,0,0,0,0,0,0,Saturday,11143,11,2011,1.0
2011-11-20,0,,,0,0,0,0,0,0,Sunday,11143,11,2011,1.0
2011-11-21,0,,,0,0,0,0,0,0,Monday,11143,11,2011,1.0
2011-11-22,0,,,0,0,0,0,0,0,Tuesday,11143,11,2011,1.0
2011-11-23,0,,,0,0,0,0,0,0,Wednesday,11143,11,2011,1.0
2011-11-24,0,Thanksgiving,National,1,1,0,0,0,0,Thursday,11143,11,2011,1.0
2011-11-25,0,,,0,0,0,0,0,0,Friday,11143,11,2011,1.0
2011-11-26,0,,,0,0,0,0,0,0,Saturday,11144,11,2011,1.0
2011-11-27,0,,,0,0,0,0,0,0,Sunday,11144,11,2011,1.0
2011-11-28,0,,,0,0,0,0,0,0,Monday,11144,11,2011,1.0
2011-11-29,0,,,0,0,0,0,0,0,Tuesday,11144,11,2011,1.0
2011-11-30,0,,,0,0,0,0,0,0,Wednesday,11144,11,2011,1.0
2011-12-01,0,,,0,0,0,1,1,0,Thursday,11144,12,2011,1.0
2011-12-02,0,,,0,0,0,1,0,1,Friday,11144,12,2011,1.0
2011-12-03,0,,,0,0,0,1,1,1,Saturday,11145,12,2011,1.0
2011-12-04,0,,,0,0,0,1,0,0,Sunday,11145,12,2011,1.0
2011-12-05,0,,,0,0,0,1,1,1,Monday,11145,12,2011,1.0
2011-12-06,0,,,0,0,0,1,1,1,Tuesday,11145,12,2011,1.0
2011-12-07,0,,,0,0,0,1,1,0,Wednesday,11145,12,2011,1.0
2011-12-08,0,,,0,0,0,1,0,1,Thursday,11145,12,2011,1.0
2011-12-09,0,,,0,0,0,1,1,1,Friday,11145,12,2011,1.0
2011-12-10,0,,,0,0,0,1,0,0,Saturday,11146,12,2011,1.0
2011-12-11,0,,,0,0,0,0,1,1,Sunday,11146,12,2011,1.0
2011-12-12,0,,,0,0,0,0,1,1,Monday,11146,12,2011,1.0
2011-12-13,0,,,0,0,0,0,1,0,Tuesday,11146,12,2011,1.0
2011-12-14,0,,,0,0,0,0,0,1,Wednesday,11146,12,2011,1.0
2011-12-15,0,,,0,0,0,0,1,1,Thursday,11146,12,2011,1.0
2011-12-16,0,,,0,0,0,0,0,0,Friday,11146,12,2011,1.0
2011-12-17,0,,,0,0,0,0,0,0,Saturday,11147,12,2011,1.0
2011-12-18,0,,,0,0,0,0,0,0,Sunday,11147,12,2011,1.0
2011-12-19,0,,,0,0,0,0,0,0,Monday,11147,12,2011,1.0
2011-12-20,0,,,0,0,0,0,0,0,Tuesday,11147,12,2011,1.0
2011-12-21,0,,,0,0,0,0,0,0,Wednesday,11147,12,2011,1.0
2011-12-22,0,,,0,0,0,0,0,0,Thursday,11147,12,2011,1.0
2011-12-23,0,,,0,0,0,0,0,0,Friday,11147,12,2011,1.0
2011-12-24,0,,,0,0,0,0,0,0,Saturday,11148,12,2011,1.0
2011-12-25,0,Christmas,National,1,1,0,0,0,0,Sunday,11148,12,2011,1.0
2011-12-26,0,,,0,0,0,0,0,0,Monday,11148,12,2011,1.0
2011-12-27,0,,,0,0,0,0,0,0,Tuesday,11148,12,2011,1.0
2011-12-28,0,Chanukah End,Religious,1,1,0,0,0,0,Wednesday,11148,12,2011,1.0
2011-12-29,0,,,0,0,0,0,0,0,Thursday,11148,12,2011,1.0
2011-12-30,0,,,0,0,0,0,0,0,Friday,11148,12,2011,1.0
2011-12-31,0,,,0,0,0,0,0,0,Saturday,11149,12,2011,1.0
2012-01-01,0,NewYear,National,1,1,0,1,1,0,Sunday,11149,1,2012,1.0
2012-01-02,0,,,0,0,0,1,0,1,Monday,11149,1,2012,1.0
2012-01-03,0,,,0,0,0,1,1,1,Tuesday,11149,1,2012,1.0
